0:01:04.944673
Plot pollution (instant)
         3237028 function calls (3162394 primitive calls) in 70.773 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 version.py:331(_cmp)
       26    0.000    0.000    0.000    0.000 __init__.py:909(is_url)
        7    0.000    0.000    0.000    0.000 _util.py:306(<listcomp>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4759(<genexpr>)
       24    0.000    0.000    0.000    0.000 config.py:691(config_prefix)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
       12    0.000    0.000    0.000    0.000 common.py:1167(is_timedelta64_ns_dtype)
        1    0.000    0.000    0.000    0.000 topology.py:76(__call__)
       44    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        8    0.000    0.000    0.000    0.000 sre_parse.py:784(_parse_flags)
       55    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
      141    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       87    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        2    0.000    0.000    0.000    0.000 apipkg.py:16(_py_abspath)
        1    0.000    0.000    0.000    0.000 _strptime.py:164(__calc_timezone)
        1    0.000    0.000    0.000    0.000 netcdf.py:19(<module>)
      141    0.000    0.000    0.000    0.000 pyparsing.py:3502(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1931(__xor__)
       64    0.000    0.000    0.000    0.000 __init__.py:1786(__init__)
       15    0.000    0.000    0.000    0.000 ops.py:199(_method_wrapper)
       11    0.000    0.000    0.000    0.000 ops.py:268(<genexpr>)
        4    0.000    0.000    0.000    0.000 wrap.py:49(wrap)
        6    0.000    0.000    0.000    0.000 common.py:94(_expand_user)
        1    0.000    0.000    0.000    0.000 blocks.py:50(Block)
        1    0.000    0.000    0.000    0.000 category.py:794(_add_comparison_methods)
        1    0.000    0.000    0.000    0.000 offsets.py:2368(Day)
        1    0.000    0.000    0.000    0.000 geo.py:330(HammerAxes)
       11    0.000    0.000    0.000    0.000 rcsetup.py:73(_listify_validator)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
        2    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        8    0.000    0.000    0.000    0.000 argparse.py:1489(_pop_action_class)
       25    0.000    0.000    0.000    0.000 __init__.py:685(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1085(__init__)
        7    0.000    0.000    0.000    0.000 core.py:226(_get_dtype_of)
       13    0.000    0.000    0.000    0.000 pyparsing.py:3759(__str__)
       15    0.000    0.000    0.000    0.000 pyparsing.py:3995(__str__)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6784(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
        2    0.000    0.000    0.000    0.000 platform.py:1279(python_implementation)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       39    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        1    0.000    0.000    0.000    0.000 sysconfig.py:610(get_platform)
        1    0.000    0.000    0.000    0.000 os.py:195(makedirs)
        3    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
       35    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 ihme_gbd.py:15(<module>)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:208(parasite_axes_auxtrans_class_factory)
        1    0.000    0.000    0.000    0.000 contour.py:2(<module>)
        2    0.000    0.000    0.000    0.000 grid.py:37(get_regular_sequence)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4173(copy)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4740(<genexpr>)
      190    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3123(__init__)
        4    0.000    0.000    0.000    0.000 reductions.py:585(make_arg_reduction)
        4    0.000    0.000    0.000    0.000 managers.py:174(_is_single_block)
       18    0.000    0.000    0.000    0.000 datetimelike.py:106(_create_comparison_method)
        1    0.000    0.000    0.000    0.000 figure.py:1233(clf)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2719(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 mathtext.py:1069(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 patches.py:39(Patch)
        1    0.000    0.000    0.000    0.000 collections.py:1533(EllipseCollection)
      101    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      101    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:156(_families)
       11    0.000    0.000    0.000    0.000 decorator.py:179(<listcomp>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:193(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:800(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:1376(findCaller)
        3    0.000    0.000    0.000    0.000 core.py:440(_check_fill_value)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2023(suppress)
        1    0.000    0.000    0.000    0.000 _iotools.py:493(StringConverter)
        3    0.000    0.000    0.000    0.000 linalg.py:144(_commonType)
       30    0.000    0.000    0.000    0.000 utils.py:70(__init__)
       79    0.000    0.000    0.000    0.000 fromnumeric.py:2847(ndim)
        1    0.000    0.000    0.000    0.000 datetime.py:1991(timezone)
        1    0.000    0.000    0.000    0.000 enum.py:850(<listcomp>)
       14    0.000    0.000    0.000    0.000 functools.py:448(lru_cache)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
        1    0.000    0.000    0.000    0.000 crf.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parasite_axes.py:58(parasite_axes_class_factory)
        1    0.000    0.000    0.000    0.000 geometry.py:36(set_crs)
        1    0.000    0.000    0.000    0.000 axes_divider.py:926(locatable_axes_factory)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3976(__str__)
       22    0.000    0.000    0.000    0.000 __init__.py:2234(_is_egg_path)
        7    0.000    0.000    0.000    0.000 ops.py:234(<listcomp>)
        1    0.000    0.000    0.000    0.000 realtransforms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 env.py:385(ensure_env_with_credentials)
        1    0.000    0.000    0.000    0.000 formatting.py:89(HelpFormatter)
       74    0.000    0.000    0.000    0.000 managers.py:206(items)
       12    0.000    0.000    0.000    0.000 managers.py:1546(external_values)
       96    0.000    0.000    0.000    0.000 ops.py:200(make_invalid_op)
        2    0.000    0.000    0.000    0.000 __init__.py:1769(wm_attributes)
        1    0.000    0.000    0.000    0.000 patches.py:4396(ConnectionPatch)
        2    0.000    0.000    0.000    0.000 transforms.py:956(intervalx)
       44    0.000    0.000    0.000    0.000 artist.py:1222(<listcomp>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
      127    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:164(_property)
        1    0.000    0.000    0.000    0.000 __init__.py:2445(Locked)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
       46    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
       23    0.000    0.000    0.000    0.000 function_base.py:258(iterable)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 typing.py:1298(CallableMeta)
       38    0.000    0.000    0.000    0.000 typing.py:889(__extrahook__)
       16    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
      162    0.000    0.000    0.000    0.000 enum.py:630(<lambda>)
        1    0.000    0.000    0.000    0.000 _strptime.py:96(<listcomp>)
        1    0.000    0.000    0.000    0.000 inset_locator.py:190(BboxConnector)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3417(__init__)
       76    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
        1    0.000    0.000    0.000    0.000 __init__.py:170(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:1317(<listcomp>)
        1    0.000    0.000    0.000    0.000 env.py:489(at_least)
        1    0.000    0.000    0.000    0.000 termui.py:1(<module>)
      115    0.000    0.000    0.000    0.000 expr.py:167(<lambda>)
       29    0.000    0.000    0.000    0.000 managers.py:143(ndim)
        1    0.000    0.000    0.000    0.000 numeric.py:185(Int64Index)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 generic.py:277(_construct_axes_dict)
        4    0.000    0.000    0.000    0.000 generic.py:297(_construct_axes_from_arguments)
        1    0.000    0.000    0.000    0.000 offsets.py:570(BusinessHourMixin)
        7    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
        1    0.000    0.000    0.000    0.000 geos.py:261(WKTWriter)
       41    0.000    0.000    0.000    0.000 __init__.py:1695(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:2278(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:2410(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:1464(__get_gettz)
        1    0.000    0.000    0.000    0.000 core.py:232(reload_library)
        8    0.000    0.000    0.000    0.000 transforms.py:1834(_get_is_separable)
        2    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
      101    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      101    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        4    0.000    0.000    0.000    0.000 __init__.py:1549(get_siblings)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _util.py:292(<listcomp>)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1063(_SubParsersAction)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1179(searchsorted)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
       68    0.000    0.000    0.000    0.000 enum.py:181(<genexpr>)
       48    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
       46    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 inset_locator.py:324(BboxConnectorPatch)
        1    0.000    0.000    0.000    0.000 mpl_axes.py:25(Axes)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2335(__init__)
        1    0.000    0.000    0.000    0.000 plot.py:343(_PlotMethods)
        1    0.000    0.000    0.000    0.000 blocks.py:2736(should_store)
       10    0.000    0.000    0.000    0.000 range.py:89(ensure_int)
       21    0.000    0.000    0.000    0.000 base.py:551(<dictcomp>)
       21    0.000    0.000    0.000    0.000 datetimes.py:88(_field_accessor)
        2    0.000    0.000    0.000    0.000 base.py:160(exceptNull)
       36    0.000    0.000    0.000    0.000 {built-in method _tkinter._flatten}
        1    0.000    0.000    0.000    0.000 __init__.py:1754(Wm)
        1    0.000    0.000    0.000    0.000 table.py:215(Table)
        2    0.000    0.000    0.000    0.000 _base.py:154(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:846(_make_key)
        1    0.000    0.000    0.000    0.000 figure.py:1574(_set_artist_props)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        2    0.000    0.000    0.000    0.000 font_manager.py:916(copy)
       64    0.000    0.000    0.000    0.000 ticker.py:242(set_axis)
        4    0.000    0.000    0.000    0.000 transforms.py:1700(_set)
       13    0.000    0.000    0.000    0.000 rcsetup.py:193(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
       34    0.000    0.000    0.000    0.000 argparse.py:1287(register)
        7    0.000    0.000    0.000    0.000 config.py:793(is_one_of_factory)
        1    0.000    0.000    0.000    0.000 typing.py:907(GenericMeta)
        2    0.000    0.000    0.000    0.000 platform.py:1172(_sys_version)
       18    0.000    0.000    0.000    0.000 typing.py:168(__new__)
      211    0.000    0.000    0.000    0.000 typing.py:975(<genexpr>)
        3    0.000    0.000    0.000    0.000 datetime.py:1389(__new__)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
        7    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
      184    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
        4    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 timestamp.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mapscale.py:2(<module>)
        1    0.000    0.000    0.000    0.000 options.py:1(<module>)
       56    0.000    0.000    0.000    0.000 common.py:15(_reduce_method)
        1    0.000    0.000    0.000    0.000 functoolz.py:146(curry)
        8    0.000    0.000    0.000    0.000 range.py:615(_make_evaluate_binop)
        6    0.000    0.000    0.000    0.000 base.py:66(_make_comparison_op)
        6    0.000    0.000    0.000    0.000 ops.py:1607(_comp_method_SERIES)
        1    0.000    0.000    0.000    0.000 __init__.py:1107(winfo_toplevel)
        1    0.000    0.000    0.000    0.000 __init__.py:2512(delete)
        1    0.000    0.000    0.000    0.000 geo.py:506(LambertAxes)
        4    0.000    0.000    0.000    0.000 axis.py:1383(grid)
       32    0.000    0.000    0.000    0.000 axis.py:193(get_tick_padding)
        1    0.000    0.000    0.000    0.000 axis.py:28(Tick)
       38    0.000    0.000    0.000    0.000 image.py:130(<genexpr>)
       71    0.000    0.000    0.000    0.000 text.py:591(set_wrap)
        2    0.000    0.000    0.000    0.000 font_manager.py:1003(__init__)
      101    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        2    0.000    0.000    0.000    0.000 parsers.py:1936(_set_noconvert_columns)
        8    0.000    0.000    0.000    0.000 __init__.py:183(add_destroy_callback)
        4    0.000    0.000    0.000    0.000 __init__.py:1191(push)
        1    0.000    0.000    0.000    0.000 __init__.py:250(<listcomp>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        2    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        7    0.000    0.000    0.000    0.000 typing.py:206(__new__)
        6    0.000    0.000    0.000    0.000 locale.py:462(_parse_localename)
       16    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
      161    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.tzset}
        2    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      112    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       72    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 parasite_axes.py:420(host_axes_class_factory)
        7    0.000    0.000    0.000    0.000 six.py:195(load_module)
        9    0.000    0.000    0.000    0.000 functoolz.py:97(instanceproperty)
        3    0.000    0.000    0.000    0.000 functoolz.py:814(has_varargs)
        1    0.000    0.000    0.000    0.000 range.py:5(polynomial_range)
       10    0.000    0.000    0.000    0.000 _make.py:219(_get_annotations)
        8    0.000    0.000    0.000    0.000 _make.py:902(_make_repr)
        1    0.000    0.000    0.000    0.000 dtypes.py:11(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:80(MaskFlags)
        1    0.000    0.000    0.000    0.000 sql.py:1395(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 pytables.py:2290(Fixed)
        1    0.000    0.000    0.000    0.000 offsets.py:2373(Hour)
       12    0.000    0.000    0.000    0.000 ops.py:1780(_bool_method_SERIES)
       26    0.000    0.000    0.000    0.000 _decorators.py:77(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 geo.py:406(MollweideAxes)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        3    0.000    0.000    0.000    0.000 figure.py:731(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:175(update_user_library)
        3    0.000    0.000    0.000    0.000 text.py:540(set_clip_box)
        5    0.000    0.000    0.000    0.000 transforms.py:385(intervalx)
        1    0.000    0.000    0.000    0.000 pyplot.py:122(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 pyplot.py:339(sci)
        1    0.000    0.000    0.000    0.000 ssl.py:376(Purpose)
       21    0.000    0.000    0.000    0.000 rcsetup.py:306(<listcomp>)
        7    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:852(handle)
        8    0.000    0.000    0.000    0.000 core.py:2551(_arraymethod)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
       29    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
       12    0.000    0.000    0.000    0.000 six.py:126(__init__)
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 apipkg.py:174(AliasModule)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3020(__init__)
        2    0.000    0.000    0.000    0.000 calpuff_utils.py:82(search_unit_in_line)
        1    0.000    0.000    0.000    0.000 colors.py:144(get_filename_cmap)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1906(StataWriter)
        2    0.000    0.000    0.000    0.000 common.py:163(is_s3_url)
        1    0.000    0.000    0.000    0.000 managers.py:43(BlockManager)
       70    0.000    0.000    0.000    0.000 blocks.py:195(mgr_locs)
        9    0.000    0.000    0.000    0.000 managers.py:98(<listcomp>)
        3    0.000    0.000    0.000    0.000 datetimelike.py:480(_add_datetimelike_methods)
       12    0.000    0.000    0.000    0.000 generic.py:3149(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 sparse.py:505(SparseArray)
        6    0.000    0.000    0.000    0.000 period.py:44(_period_array_cmp)
        1    0.000    0.000    0.000    0.000 frozen.py:24(FrozenList)
        3    0.000    0.000    0.000    0.000 base.py:1218(_validate_names)
        6    0.000    0.000    0.000    0.000 datetimes.py:126(_dt_array_cmp)
        4    0.000    0.000    0.000    0.000 _base.py:3186(get_ylim)
        4    0.000    0.000    0.000    0.000 axis.py:719(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 _factories.py:24(__init__)
        1    0.000    0.000    0.000    0.000 core.py:168(iter_user_libraries)
       14    0.000    0.000    0.000    0.000 contour.py:969(get_transform)
        2    0.000    0.000    0.000    0.000 transforms.py:1654(_init)
        6    0.000    0.000    0.000    0.000 subprocess.py:203(_cleanup)
        1    0.000    0.000    0.000    0.000 glob.py:114(_iterdir)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        9    0.000    0.000    0.000    0.000 inspect.py:180(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 argparse.py:1831(take_action)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1473(clear)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 defchararray.py:1824(chararray)
       15    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        5    0.000    0.000    0.000    0.000 __init__.py:342(_FuncPtr)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        9    0.000    0.000    0.000    0.000 numerictypes.py:238(obj2sctype)
       13    0.000    0.000    0.000    0.000 inference.py:470(is_sequence)
       76    0.000    0.000    0.000    0.000 typing.py:984(<genexpr>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:301(ParseResults)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2011(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 variable.py:1608(IndexVariable)
        7    0.000    0.000    0.000    0.000 ops.py:232(<listcomp>)
        1    0.000    0.000    0.000    0.000 compatibility.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functoolz.py:269(__hash__)
        1    0.000    0.000    0.000    0.000 :1(<module>)
        1    0.000    0.000    0.000    0.000 windows.py:478(Window)
        1    0.000    0.000    0.000    0.000 _make.py:1329(_CountingAttr)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _make.py:844(attrs_to_tuple)
       11    0.000    0.000    0.000    0.000 _make.py:1079(fmt_setter)
        1    0.000    0.000    0.000    0.000 control.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:74(Interleaving)
        1    0.000    0.000    0.000    0.000 file.py:1(<module>)
        1    0.000    0.000    0.000    0.000 crs.py:47(get_utm_proj4string)
        1    0.000    0.000    0.000    0.000 sasreader.py:3(<module>)
        3    0.000    0.000    0.000    0.000 pytables.py:1541(__init__)
        8    0.000    0.000    0.000    0.000 generic.py:363(_get_axis_name)
        6    0.000    0.000    0.000    0.000 generic.py:5036(__finalize__)
        1    0.000    0.000    0.000    0.000 frozen.py:123(FrozenNDArray)
       10    0.000    0.000    0.000    0.000 missing.py:530(clean_reindex_fill_method)
       16    0.000    0.000    0.000    0.000 accessor.py:110(delegate_names)
        1    0.000    0.000    0.000    0.000 datetime_intervals.py:730(__init__)
        1    0.000    0.000    0.000    0.000 table.py:39(Cell)
        1    0.000    0.000    0.000    0.000 rrule.py:1306(rruleset)
       12    0.000    0.000    0.000    0.000 figure.py:243(_update_this)
        1    0.000    0.000    0.000    0.000 patches.py:783(RegularPolygon)
       13    0.000    0.000    0.000    0.000 collections.py:372(set_urls)
        1    0.000    0.000    0.000    0.000 collections.py:891(PolyCollection)
        2    0.000    0.000    0.000    0.000 transforms.py:961(intervaly)
        1    0.000    0.000    0.000    0.000 colors.py:968(autoscale_None)
        1    0.000    0.000    0.000    0.000 ops.py:90(BaseGrouper)
        2    0.000    0.000    0.000    0.000 rcsetup.py:274(validate_toolbar)
       25    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        2    0.000    0.000    0.000    0.000 _util.py:156(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1005(poly1d)
        5    0.000    0.000    0.000    0.000 __init__.py:484(cast)
        7    0.000    0.000    0.000    0.000 config.py:798(inner)
       90    0.000    0.000    0.000    0.000 typing.py:1096(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:1245(TupleMeta)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 tzfile.py:4(<module>)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 chronometer_utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 coordinates.py:16(AbstractCoordinates)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2390(parseImpl)
       18    0.000    0.000    0.000    0.000 version.py:389(<genexpr>)
      112    0.000    0.000    0.000    0.000 __init__.py:2476(_reload_version)
        1    0.000    0.000    0.000    0.000 sql.py:952(SQLDatabase)
        7    0.000    0.000    0.000    0.000 managers.py:291(__len__)
        6    0.000    0.000    0.000    0.000 category.py:798(_make_compare)
        1    0.000    0.000    0.000    0.000 offsets.py:456(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:2378(Minute)
        1    0.000    0.000    0.000    0.000 offsets.py:2388(Milli)
        2    0.000    0.000    0.000    0.000 nanops.py:726(_nanminmax)
       14    0.000    0.000    0.000    0.000 common.py:144(cast_scalar_indexer)
       13    0.000    0.000    0.000    0.000 dtypes.py:57(register)
       12    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        1    0.000    0.000    0.000    0.000 __init__.py:594(deletecommand)
        6    0.000    0.000    0.000    0.000 scale.py:536(get_scale_names)
        4    0.000    0.000    0.000    0.000 scale.py:540(scale_factory)
        2    0.000    0.000    0.000    0.000 _base.py:2280(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:167(set_prop_cycle)
        1    0.000    0.000    0.000    0.000 quiver.py:239(QuiverKey)
        1    0.000    0.000    0.000    0.000 quiver.py:415(Quiver)
        2    0.000    0.000    0.000    0.000 figure.py:111(bubble)
        1    0.000    0.000    0.000    0.000 bezier.py:152(BezierSegment)
       28    0.000    0.000    0.000    0.000 transforms.py:1737(_get_is_affine)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        2    0.000    0.000    0.000    0.000 parsers.py:1814(_do_date_conversions)
        7    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 _hungarian.py:10(<module>)
       18    0.000    0.000    0.000    0.000 data.py:117(_create_method)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 __init__.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 core.py:3586(get_fill_value)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3039(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3346(And)
       13    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
       12    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        1    0.000    0.000    0.000    0.000 typing.py:835(_Optional)
       74    0.000    0.000    0.000    0.000 typing.py:931(<genexpr>)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        2    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
       50    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
       43    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 cpuinfo.py:119(LinuxCPUInfo)
        1    0.000    0.000    0.000    0.000 messages.py:2(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:96(DatetimeAccessor)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4784(tokenMap)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2710(charsAsStr)
       14    0.000    0.000    0.000    0.000 __init__.py:3082(<genexpr>)
        4    0.000    0.000    0.000    0.000 calpuff_utils.py:109(get_unit_factor)
        1    0.000    0.000    0.000    0.000 profiles.py:17(__init__)
        1    0.000    0.000    0.000    0.000 env.py:428(GDALVersion)
        3    0.000    0.000    0.000    0.000 _compat.py:611(_make_cached_stream_func)
        1    0.000    0.000    0.000    0.000 testing.py:54(set_testing_mode)
        1    0.000    0.000    0.000    0.000 _style.py:102(_Options)
        1    0.000    0.000    0.000    0.000 _tools.py:3(<module>)
