0:01:04.944673
Plot pollution (instant)
         3237028 function calls (3162394 primitive calls) in 70.773 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 categorical.py:215(Categorical)
        6    0.000    0.000    0.000    0.000 subprocess.py:1434(wait)
     20/4    0.000    0.000    0.000    0.000 pyparsing.py:3278(streamline)
       27    0.000    0.000    0.000    0.000 enum.py:464(_find_new_)
        1    0.000    0.000    0.000    0.000 point.py:2(<module>)
      121    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
       17    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        2    0.000    0.000    0.000    0.000 expressions.py:96(_evaluate_numexpr)
        1    0.000    0.000    0.000    0.000 colors.py:320(to_rgba_array)
     1151    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
    20/14    0.000    0.000    0.000    0.000 units.py:124(get_converter)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
      983    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      551    0.000    0.000    0.000    0.000 _decorators.py:303(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:26(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        6    0.000    0.000    0.000    0.000 env.py:451(parse)
        3    0.000    0.000    0.000    0.000 base.py:888(copy)
        1    0.000    0.000    0.000    0.000 numeric.py:312(Float64Index)
       53    0.000    0.000    0.000    0.000 backend_bases.py:1411(__init__)
       69    0.000    0.000    0.000    0.000 font_manager.py:871(set_size)
       88    0.000    0.000    0.000    0.000 typing.py:1025(_abc_negative_cache)
        1    0.000    0.000    0.000    0.000 ma.py:1(<module>)
      129    0.000    0.000    0.000    0.000 colors.py:613(__init__)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
       66    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        4    0.000    0.000    0.000    0.000 __init__.py:1651(<genexpr>)
       26    0.000    0.000    0.000    0.000 _decorators.py:145(_deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 __init__.py:2033(_loadtk)
       30    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
     1389    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
       26    0.000    0.000    0.000    0.000 base.py:963(_ndarray_values)
       26    0.000    0.000    0.000    0.000 transforms.py:1696(frozen)
        8    0.000    0.000    0.000    0.000 __init__.py:333(connect)
       81    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      235    0.000    0.000    0.000    0.000 lines.py:63(_scale_dashes)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
      323    0.000    0.000    0.000    0.000 __init__.py:233(bind_method)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:758(test_strings)
        2    0.000    0.000    0.000    0.000 coordinates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_compat.py:1(<module>)
      687    0.000    0.000    0.000    0.000 tables.py:506(has_delimiters)
        3    0.000    0.000    0.000    0.000 __init__.py:2316(sanitize_sequence)
       17    0.000    0.000    0.000    0.000 fromnumeric.py:2171(all)
     1318    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nputils.py:1(<module>)
       11    0.000    0.000    0.000    0.000 patches.py:297(set_facecolor)
      650    0.000    0.000    0.000    0.000 typing.py:1089(__eq__)
       25    0.000    0.000    0.000    0.000 version.py:302(__init__)
        1    0.000    0.000    0.000    0.000 fluids.py:47(<module>)
       98    0.000    0.000    0.000    0.000 axis.py:1328(get_major_formatter)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
       18    0.000    0.000    0.000    0.000 core.py:995(__init__)
       62    0.000    0.000    0.000    0.000 transforms.py:2457(transform_non_affine)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 apipkg.py:40(initpkg)
      294    0.000    0.000    0.000    0.000 rcsetup.py:124(validate_bool)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
       30    0.000    0.000    0.000    0.000 rcsetup.py:790(<genexpr>)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:89(set_limits)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
      404    0.000    0.000    0.000    0.000 __init__.py:22(wrapper)
      808    0.000    0.000    0.000    0.000 __init__.py:410(is_latlong)
       11    0.000    0.000    0.000    0.000 base.py:1658(is_unique)
     1248    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(<genexpr>)
        8    0.000    0.000    0.000    0.000 managers.py:963(iget)
       85    0.000    0.000    0.000    0.000 pyplot.py:572(_auto_draw_if_interactive)
       16    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
       17    0.000    0.000    0.000    0.000 pyparsing.py:3518(__init__)
      192    0.000    0.000    0.000    0.000 numerictypes.py:293(issubclass_)
        3    0.000    0.000    0.000    0.000 managers.py:530(astype)
      138    0.000    0.000    0.000    0.000 range.py:510(__len__)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:243(_update_pointer_position)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3312(setResultsName)
       12    0.000    0.000    0.000    0.000 __init__.py:2125(pack_configure)
       27    0.000    0.000    0.000    0.000 pyparsing.py:4208(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:177(Dvi)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
     1590    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cm.py:358(autoscale_None)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
        1    0.000    0.000    0.000    0.000 accessor.py:7(<module>)
        6    0.000    0.000    0.000    0.000 backend_bases.py:2339(mpl_connect)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       41    0.000    0.000    0.000    0.000 pyparsing.py:2791(parseImpl)
        1    0.000    0.000    0.000    0.000 process_lock.py:18(<module>)
       53    0.000    0.000    0.000    0.000 blocks.py:199(mgr_locs)
        1    0.000    0.000    0.000    0.000 isoparser.py:9(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1855(__mul__)
        1    0.000    0.000    0.000    0.000 re.py:214(findall)
        3    0.000    0.000    0.000    0.000 env.py:483(runtime)
        1    0.000    0.000    0.000    0.000 gridspec.py:81(get_grid_positions)
        3    0.000    0.000    0.000    0.000 _decorators.py:194(decorate)
        3    0.000    0.000    0.000    0.000 _base.py:1980(_process_unit_info)
      288    0.000    0.000    0.000    0.000 __init__.py:518(iterable)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2841(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 axis.py:1750(_get_label)
        1    0.000    0.000    0.000    0.000 slsqp.py:14(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
      209    0.000    0.000    0.000    0.000 __init__.py:309(set_function_name)
       34    0.000    0.000    0.000    0.000 _make.py:1272(from_counting_attr)
        1    0.000    0.000    0.000    0.000 sql.py:5(<module>)
        2    0.000    0.000    0.000    0.000 _decorators.py:10(deprecate)
     2052    0.000    0.000    0.000    0.000 version.py:54(<lambda>)
      238    0.000    0.000    0.000    0.000 ops.py:364(_get_op_name)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
      230    0.000    0.000    0.000    0.000 ops.py:264(get_op)
        1    0.000    0.000    0.000    0.000 configparser.py:375(BasicInterpolation)
        2    0.000    0.000    0.000    0.000 common.py:179(get_filepath_or_buffer)
      580    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
       12    0.000    0.000    0.000    0.000 axis.py:1518(set_label_text)
      370    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
      161    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
      426    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       10    0.000    0.000    0.000    0.000 indexing.py:2450(convert_to_index_sliceable)
        1    0.000    0.000    0.000    0.000 geodataframe.py:448(copy)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1742(parse_args)
        1    0.000    0.000    0.000    0.000 arithmetic.py:1(<module>)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2390(__init__)
      117    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
       38    0.000    0.000    0.000    0.000 managers.py:139(shape)
        2    0.000    0.000    0.000    0.000 managers.py:225(get_dtypes)
       12    0.000    0.000    0.000    0.000 generic.py:178(_validate_dtype)
       25    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 geometry.py:2(<module>)
       12    0.000    0.000    0.000    0.000 numpy_.py:127(__init__)
       16    0.000    0.000    0.000    0.000 base.py:646(<lambda>)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:238(__init__)
        3    0.000    0.000    0.000    0.000 concat.py:3(<module>)
        9    0.000    0.000    0.000    0.000 base.py:996(_add_comparison_ops)
      117    0.000    0.000    0.000    0.000 chronometer.py:277(use_builtin_print)
        1    0.000    0.000    0.000    0.000 argparse.py:1749(parse_known_args)
     15/4    0.000    0.000    0.000    0.000 pyparsing.py:3721(streamline)
        1    0.000    0.000    0.000    0.000 timedeltas.py:65(TimedeltaIndex)
        2    0.000    0.000    0.000    0.000 _base.py:1377(apply_aspect)
        9    0.000    0.000    0.000    0.000 __init__.py:484(_get_home)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1904(makeOptionalList)
        1    0.000    0.000    0.000    0.000 write.py:4(<module>)
        7    0.000    0.000    0.000    0.000 frame.py:3585(reindexer)
       28    0.000    0.000    0.000    0.000 base.py:2650(get_loc)
        1    0.000    0.000    0.000    0.000 lines.py:234(Line2D)
        2    0.000    0.000    0.000    0.000 rcsetup.py:83(<listcomp>)
        2    0.000    0.000    0.000    0.000 decorator.py:246(decorator)
       46    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        4    0.000    0.000    0.000    0.000 axis.py:1425(update_units)
        2    0.000    0.000    0.000    0.000 _base.py:841(_update_transScale)
       96    0.000    0.000    0.000    0.000 lines.py:1383(set_dash_capstyle)
        1    0.000    0.000    0.000    0.000 cities_fonts.py:2(<module>)
       67    0.000    0.000    0.000    0.000 series.py:392(name)
        1    0.000    0.000    0.000    0.000 __init__.py:1956(wm_protocol)
       32    0.000    0.000    0.000    0.000 cm.py:34(revcmap)
        3    0.000    0.000    0.000    0.000 core.py:2824(<listcomp>)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 relief.py:2(<module>)
       10    0.000    0.000    0.000    0.000 core.py:3663(filled)
      421    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
     10/1    0.000    0.000    0.000    0.000 apipkg.py:92(__init__)
        1    0.000    0.000    0.000    0.000 load.py:2(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1310(warning)
      185    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      287    0.000    0.000    0.000    0.000 functoolz.py:810(<genexpr>)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
    36/34    0.000    0.000    0.000    0.000 typing.py:1083(_subs_tree)
      215    0.000    0.000    0.000    0.000 __init__.py:420(<genexpr>)
        8    0.000    0.000    0.000    0.000 frame.py:3349(_box_col_values)
       16    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 generic.py:5(<module>)
       70    0.000    0.000    0.000    0.000 base.py:3608(values)
        1    0.000    0.000    0.000    0.000 figure.py:253(Figure)
        1    0.000    0.000    0.000    0.000 contour.py:1542(_check_xyz)
       96    0.000    0.000    0.000    0.000 lines.py:1006(set_linewidth)
       22    0.000    0.000    0.000    0.000 artist.py:37(allow_rasterization)
    34/26    0.000    0.000    0.000    0.000 pyparsing.py:3412(__str__)
     1151    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
      126    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     1033    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
       38    0.000    0.000    0.000    0.000 arrays.py:7(extract_array)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:54(_wrapfunc)
       10    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1836(__mul__)
        4    0.000    0.000    0.000    0.000 __init__.py:545(_get_config_or_cache_dir)
     1435    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      814    0.000    0.000    0.000    0.000 geodataframe.py:147(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:283(__new__)
        1    0.000    0.000    0.000    0.000 _base.py:618(set_figure)
        1    0.000    0.000    0.000    0.000 distance.py:1125(<dictcomp>)
       49    0.000    0.000    0.000    0.000 _base.py:3555(get_navigate)
       49    0.000    0.000    0.000    0.000 backend_bases.py:2868(_set_cursor)
      128    0.000    0.000    0.000    0.000 lines.py:1201(set_xdata)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ihme_age_weighted.py:5(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:2(<module>)
       39    0.000    0.000    0.000    0.000 core.py:1425(getmaskarray)
       26    0.000    0.000    0.000    0.000 collections.py:674(_set_edgecolor)
       14    0.000    0.000    0.000    0.000 cm.py:179(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:606(_get_cachedir)
       10    0.000    0.000    0.000    0.000 ops.py:1350(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ufunc.py:45(ufunc)
       96    0.000    0.000    0.000    0.000 lines.py:1154(set_markeredgewidth)
        1    0.000    0.000    0.000    0.000 argparse.py:1784(_parse_known_args)
      297    0.000    0.000    0.000    0.000 {built-in method numpy.can_cast}
        1    0.000    0.000    0.000    0.000 parasite_axes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:513(DateFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1421(_log)
       25    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
       30    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        7    0.000    0.000    0.000    0.000 numerictypes.py:602(find_common_type)
      574    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       35    0.000    0.000    0.000    0.000 {built-in method _pickle.dumps}
        8    0.000    0.000    0.000    0.000 generic.py:4341(<genexpr>)
       24    0.000    0.000    0.000    0.000 dviread.py:159(decorate)
      394    0.000    0.000    0.000    0.000 artist.py:1211(aliased_name)
      361    0.000    0.000    0.000    0.000 typing.py:1019(_abc_negative_cache)
      421    0.000    0.000    0.000    0.000 enum.py:36(_is_sunder)
        1    0.000    0.000    0.000    0.000 read_lev_2.py:2(<module>)
       34    0.000    0.000    0.000    0.000 base.py:95(whitelist_method_generator)
        3    0.000    0.000    0.000    0.000 managers.py:1198(reindex_indexer)
        1    0.000    0.000    0.000    0.000 melt.py:3(<module>)
       62    0.000    0.000    0.000    0.000 rcsetup.py:77(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:710(copy)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1844(draw_event)
        2    0.000    0.000    0.000    0.000 __init__.py:582(_get_configdir)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3956(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:730(PeriodDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:856(IntervalDtype)
      115    0.000    0.000    0.000    0.000 lines.py:35(_get_dash_pattern)
       22    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 rolling.py:1(<module>)
        6    0.000    0.000    0.000    0.000 generic.py:10908(_make_min_count_stat_function)
        8    0.000    0.000    0.000    0.000 generic.py:1844(__contains__)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1034(winfo_pointerxy)
        1    0.000    0.000    0.000    0.000 __init__.py:695(matplotlib_fname)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1885(makeOptionalList)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
        2    0.000    0.000    0.000    0.000 generic.py:3657(reindex_like)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
       89    0.000    0.000    0.000    0.000 __init__.py:1329(is_interactive)
        1    0.000    0.000    0.000    0.000 pollution_maximum.py:2(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:2300(safe_first_element)
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 frequencies.py:2(<module>)
       46    0.000    0.000    0.000    0.000 __init__.py:96(_cnfmerge)
       23    0.000    0.000    0.000    0.000 numeric.py:3063(__exit__)
       51    0.000    0.000    0.000    0.000 path.py:632(unit_rectangle)
        1    0.000    0.000    0.000    0.000 errors.py:4(<module>)
      273    0.000    0.000    0.000    0.000 types.py:135(__get__)
      524    0.000    0.000    0.000    0.000 _signatures.py:633(<genexpr>)
       45    0.000    0.000    0.000    0.000 dtypes.py:929(construct_from_string)
      170    0.000    0.000    0.000    0.000 colors.py:407(__init__)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
      122    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tables.py:11(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:2(<module>)
        9    0.000    0.000    0.000    0.000 base.py:1729(inferred_type)
        2    0.000    0.000    0.000    0.000 algorithms.py:1544(take_nd)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:2244(IO)
       12    0.000    0.000    0.000    0.000 numpy_.py:35(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1850(resize_event)
        6    0.000    0.000    0.000    0.000 patches.py:406(set_fill)
     1341    0.000    0.000    0.000    0.000 _mathtext_data.py:1755(<genexpr>)
      117    0.000    0.000    0.000    0.000 chronometer.py:662(prefix_length)
        8    0.000    0.000    0.000    0.000 rcsetup.py:335(validate_color_or_inherit)
      107    0.000    0.000    0.000    0.000 crs.py:185(<genexpr>)
       39    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
      322    0.000    0.000    0.000    0.000 __init__.py:1833(__init__)
   120/94    0.000    0.000    0.000    0.000 transforms.py:2438(_get_is_affine)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       10    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
      116    0.000    0.000    0.000    0.000 accessor.py:74(_create_delegator_property)
       12    0.000    0.000    0.000    0.000 ops.py:2135(_comp_method_PANEL)
      108    0.000    0.000    0.000    0.000 artist.py:318(get_transform)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        1    0.000    0.000    0.000    0.000 argparse.py:1929(consume_positionals)
    38/36    0.000    0.000    0.000    0.000 typing.py:580(_subs_tree)
    28/22    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      171    0.000    0.000    0.000    0.000 six.py:141(__init__)
       55    0.000    0.000    0.000    0.000 generic.py:127(__init__)
       16    0.000    0.000    0.000    0.000 ops.py:1490(_arith_method_SERIES)
       16    0.000    0.000    0.000    0.000 axis.py:479(update_position)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        1    0.000    0.000    0.000    0.000 _base.py:930(_gen_axes_patch)
      593    0.000    0.000    0.000    0.000 __init__.py:1101(<genexpr>)
       39    0.000    0.000    0.000    0.000 tables.py:524(<listcomp>)
        1    0.000    0.000    0.000    0.000 _make.py:780(_add_hash)
       69    0.000    0.000    0.000    0.000 font_manager.py:853(set_stretch)
       24    0.000    0.000    0.000    0.000 __init__.py:1866(find_distributions)
        1    0.000    0.000    0.000    0.000 stata.py:720(StataMissingValue)
       96    0.000    0.000    0.000    0.000 lines.py:1397(set_solid_capstyle)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        1    0.000    0.000    0.000    0.000 __init__.py:140(EventType)
      534    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:6265(__new__)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2804(__str__)
        1    0.000    0.000    0.000    0.000 groupby.py:323(_GroupBy)
        8    0.000    0.000    0.000    0.000 transforms.py:2351(blended_transform_factory)
      234    0.000    0.000    0.000    0.000 typing.py:1033(_abc_negative_cache_version)
       14    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
        1    0.000    0.000    0.000    0.000 pytables.py:4408(AppendableMultiFrameTable)
       42    0.000    0.000    0.000    0.000 pyparsing.py:732(copy)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4409(delimitedList)
        1    0.000    0.000    0.000    0.000 datetimes.py:94(DatetimeIndex)
       96    0.000    0.000    0.000    0.000 markers.py:226(set_fillstyle)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
       48    0.000    0.000    0.000    0.000 contextlib.py:157(helper)
       26    0.000    0.000    0.000    0.000 dataset.py:2956(_binary_op)
        1    0.000    0.000    0.000    0.000 slicing.py:1(<module>)
        3    0.000    0.000    0.000    0.000 blocks.py:532(astype)
        2    0.000    0.000    0.000    0.000 transforms.py:1717(set)
        2    0.000    0.000    0.000    0.000 _base.py:3204(set_ylim)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
        8    0.000    0.000    0.000    0.000 core.py:8007(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4428(delimitedList)
      107    0.000    0.000    0.000    0.000 common.py:1809(_get_dtype)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       26    0.000    0.000    0.000    0.000 variable.py:1574(_binary_op)
       96    0.000    0.000    0.000    0.000 lines.py:968(set_antialiased)
       30    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        4    0.000    0.000    0.000    0.000 base.py:4071(identical)
       43    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
       20    0.000    0.000    0.000    0.000 getlimits.py:365(__new__)
       90    0.000    0.000    0.000    0.000 pyparsing.py:1167(setName)
        3    0.000    0.000    0.000    0.000 blocks.py:536(_astype)
       12    0.000    0.000    0.000    0.000 range.py:330(equals)
        3    0.000    0.000    0.000    0.000 base.py:1272(set_names)
       16    0.000    0.000    0.000    0.000 axis.py:602(update_position)
       95    0.000    0.000    0.000    0.000 text.py:1170(set_text)
       45    0.000    0.000    0.000    0.000 common.py:868(is_integer_dtype)
       10    0.000    0.000    0.000    0.000 _make.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 window.py:45(_Window)
        6    0.000    0.000    0.000    0.000 subprocess.py:1174(_get_handles)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 index.py:1240(CustomStorageCallbacks)
       12    0.000    0.000    0.000    0.000 blocks.py:225(make_block_same_class)
       96    0.000    0.000    0.000    0.000 lines.py:1344(set_dash_joinstyle)
       26    0.000    0.000    0.000    0.000 collections.py:554(_bcast_lwls)
        5    0.000    0.000    0.000    0.000 __init__.py:725(gen_candidates)
        4    0.000    0.000    0.000    0.000 numeric.py:3083(extend_all)
        2    0.000    0.000    0.000    0.000 generic.py:1818(__iter__)
        1    0.000    0.000    0.000    0.000 axis.py:2099(_get_label)
        1    0.000    0.000    0.000    0.000 topology.py:8(<module>)
      277    0.000    0.000    0.000    0.000 six.py:184(find_module)
       22    0.000    0.000    0.000    0.000 numpy_.py:432(_create_arithmetic_method)
       52    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
      371    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       26    0.000    0.000    0.000    0.000 dataarray.py:1723(_binary_op)
        1    0.000    0.000    0.000    0.000 _core.py:2912(FramePlotMethods)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
       16    0.000    0.000    0.000    0.000 ticker.py:502(__init__)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
      645    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
       18    0.000    0.000    0.000    0.000 _signatures.py:804(_has_keywords)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:521(LegacyInterpolation)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
        5    0.000    0.000    0.000    0.000 range.py:69(__new__)
       14    0.000    0.000    0.000    0.000 function_base.py:4641(append)
      189    0.000    0.000    0.000    0.000 pyparsing.py:1328(preParse)
        1    0.000    0.000    0.000    0.000 argparse.py:2080(_match_arguments_partial)
     1382    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       35    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
        7    0.000    0.000    0.000    0.000 base.py:566(_shallow_copy)
       53    0.000    0.000    0.000    0.000 dtypes.py:672(construct_from_string)
      103    0.000    0.000    0.000    0.000 transforms.py:1761(__array__)
     1161    0.000    0.000    0.000    0.000 inspect.py:2817(parameters)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
      183    0.000    0.000    0.000    0.000 __init__.py:660(__iter__)
        6    0.000    0.000    0.000    0.000 base.py:4459(_maybe_promote)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:6364(array)
        1    0.000    0.000    0.000    0.000 scipy_.py:1(<module>)
       96    0.000    0.000    0.000    0.000 lines.py:1357(set_solid_joinstyle)
       33    0.000    0.000    0.000    0.000 stride_tricks.py:185(_broadcast_shape)
       53    0.000    0.000    0.000    0.000 typing.py:1047(_get_type_vars)
       45    0.000    0.000    0.000    0.000 artist.py:825(set_alpha)
       20    0.000    0.000    0.000    0.000 __init__.py:1212(_fixupParents)
      164    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        2    0.000    0.000    0.000    0.000 nanfunctions.py:314(nanmax)
       35    0.000    0.000    0.000    0.000 delayed.py:480(__init__)
        3    0.000    0.000    0.000    0.000 windows.py:111(iter_args)
        2    0.000    0.000    0.000    0.000 _base.py:2681(tick_params)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2803(update_stack)
        6    0.000    0.000    0.000    0.000 transforms.py:2288(__init__)
      392    0.000    0.000    0.000    0.000 colors.py:162(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
